Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
S352,Male,23,5,5.5,5,5.7,76,5.7,0,3,8,9,9,Medium
S353,Male,18,8,4.9,2,8.3,73,8.1,0,0,1,4,3,Low
S354,Male,24,7,4.3,6,7.7,70,2.0,4,4,5,2,1,Medium
S355,Male,19,8,7.3,3,3.9,70,6.3,2,0,1,8,1,Medium
S356,Male,22,7,2.8,7,4.6,96,9.3,0,3,7,3,6,Medium
S357,Male,19,5,4.1,5,7.0,93,6.9,1,0,10,10,10,Medium
S358,Male,23,5,6.0,8,6.6,91,4.4,4,3,1,2,5,Low
S359,Female,19,7,7.0,4,5.8,98,3.9,1,5,9,1,7,Medium
S360,Female,21,8,4.1,6,8.8,97,8.7,2,3,5,3,1,Medium
S361,Female,22,4,4.3,1,6.0,82,6.4,0,3,9,6,10,Low
S362,Male,19,2,9.2,4,7.1,80,7.9,2,4,1,4,10,Low
S363,Female,20,3,7.1,3,6.9,80,6.5,4,2,6,10,1,High
S364,Female,22,3,4.6,10,6.4,77,6.9,3,4,5,3,8,Medium
S365,Male,18,1,6.5,4,6.6,79,8.5,0,4,8,1,6,Medium
S366,Male,24,3,4.8,6,6.6,76,3.0,2,0,1,3,10,Low
S367,Male,24,2,6.8,9,7.0,88,9.0,0,2,7,10,2,High
S368,Female,20,6,1.0,3,9.0,75,6.7,5,3,8,6,3,Medium
S369,Female,19,3,7.2,7,4.9,84,8.2,5,5,5,3,3,High
S370,Male,23,7,2.9,10,5.6,67,10.8,1,4,6,10,4,High
S371,Male,21,3,4.6,6,6.8,69,8.7,1,2,6,3,2,Medium
S372,Female,21,1,6.0,5,6.7,78,7.7,1,5,2,6,5,Low
S373,Male,23,1,9.8,1,6.4,89,7.4,3,5,7,3,7,Low
S374,Female,21,6,7.1,9,8.2,89,9.4,0,3,10,4,3,High
S375,Female,18,1,6.3,5,4.8,66,10.3,2,2,2,2,6,Low
S376,Male,21,3,2.7,2,7.0,100,5.5,0,2,10,10,8,Medium
S377,Male,21,3,4.9,10,7.0,92,7.6,1,0,2,6,4,Medium
S378,Male,21,5,5.8,5,8.9,84,7.9,1,0,1,7,10,Low
S379,Female,19,1,4.5,6,7.9,65,9.4,3,0,5,10,8,Medium
S380,Male,18,1,2.5,4,7.4,75,8.4,5,2,2,8,2,Medium
S381,Female,24,7,4.4,8,8.6,96,6.7,5,2,2,9,7,Medium
S382,Male,20,7,5.3,6,6.2,76,7.0,3,0,5,8,8,Medium
S383,Female,19,5,2.8,10,4.3,68,10.2,1,5,2,2,6,Medium
S384,Female,24,4,3.3,9,5.0,68,2.7,3,4,7,9,8,High
S385,Male,21,5,3.7,2,4.5,90,10.3,5,0,9,10,9,High
S386,Male,18,8,7.0,3,5.5,75,11.5,1,1,3,1,7,Low
S387,Male,23,7,7.0,4,6.0,74,2.0,4,2,6,2,2,Medium
S388,Female,22,7,9.6,9,4.4,85,3.7,2,4,8,1,10,Medium
S389,Female,18,7,7.0,3,9.0,74,9.8,4,4,10,2,2,Medium
S390,Male,24,5,6.1,9,7.4,87,8.7,3,2,7,8,10,High
S391,Female,18,3,6.5,5,6.9,90,7.2,1,4,10,7,1,High
S392,Female,20,4,4.9,1,5.4,95,6.4,2,2,1,6,5,Low
S393,Female,20,8,1.6,2,6.4,79,5.0,1,2,8,6,5,Medium
S394,Female,22,2,2.8,4,6.8,93,9.8,1,3,8,9,6,Medium
S395,Male,22,3,6.8,2,4.1,84,5.0,5,4,7,3,9,Medium
S396,Male,19,4,6.9,4,5.0,68,6.6,1,0,8,1,6,Medium
S397,Male,20,6,6.1,8,5.0,97,7.2,3,5,2,1,4,Medium
S398,Female,21,8,2.3,3,5.6,95,7.6,4,4,6,6,3,Medium
S399,Female,23,2,1.8,5,7.2,66,7.0,3,0,3,10,4,Medium
S400,Male,23,4,6.1,4,6.8,82,9.7,5,3,9,1,1,High
S401,Female,19,3,5.3,10,5.9,65,7.2,1,2,10,5,5,High
S402,Female,21,6,6.1,8,6.6,81,7.1,1,3,5,9,10,Medium
S403,Female,22,2,3.6,1,5.5,97,4.2,5,2,9,10,10,Medium
S404,Female,20,2,8.5,8,4.6,69,5.6,2,2,6,5,5,High
S405,Female,19,3,3.6,9,7.8,80,6.4,0,4,7,6,3,Medium
S406,Male,23,8,7.5,5,5.5,81,7.6,3,3,7,1,10,Low
S407,Male,20,4,3.3,9,9.0,95,4.6,5,2,9,5,3,High
S408,Male,20,2,5.6,8,7.5,73,7.8,5,2,9,3,6,High
S409,Male,19,6,4.6,4,6.3,84,7.1,3,2,6,5,10,Low
S410,Female,21,2,4.7,8,7.9,68,11.4,5,4,10,10,2,High
S411,Female,19,2,3.9,7,4.4,98,6.8,2,3,1,3,3,Medium
S412,Male,20,7,10.2,10,5.3,94,10.3,1,2,3,2,8,Medium
S413,Female,23,3,8.4,6,5.7,68,8.1,0,3,5,4,3,Medium
S414,Male,21,2,8.3,3,5.9,92,6.6,5,3,7,7,8,Medium
S415,Female,18,1,3.8,9,5.0,77,5.7,5,2,1,6,9,Medium
S416,Male,18,1,2.6,4,6.6,79,5.5,5,2,5,3,2,Medium
S417,Female,22,5,5.5,3,4.2,69,7.7,0,2,5,8,9,Medium
S418,Female,21,3,6.7,6,3.5,96,7.7,2,1,3,7,1,High
S419,Male,19,3,7.5,4,4.7,66,10.3,4,4,3,2,6,Medium
S420,Male,21,5,5.8,9,5.4,68,6.9,4,0,2,1,1,Medium
S421,Male,21,8,6.1,7,6.6,72,8.1,4,2,8,3,4,High
S422,Male,20,7,3.2,2,6.8,98,4.2,2,4,10,3,7,Low
S423,Male,22,2,4.8,5,5.1,72,5.5,0,3,4,10,4,Medium
S424,Female,24,4,7.5,6,8.1,91,8.2,2,1,1,9,8,Medium
S425,Male,23,8,2.8,6,6.0,80,9.4,0,0,2,2,10,Low
S426,Female,19,2,5.3,9,9.0,69,7.8,5,5,2,5,4,Medium
S427,Female,20,5,5.4,8,6.0,68,7.3,0,1,1,5,6,Medium
S428,Female,21,2,4.7,2,7.6,67,8.9,0,1,3,6,6,Low
S429,Female,22,5,3.4,2,4.5,88,3.3,2,1,2,7,7,Low
S430,Female,20,7,6.0,8,4.8,91,2.7,5,1,2,3,1,Medium
S431,Male,18,7,5.8,10,9.0,95,7.0,4,5,8,3,10,Medium
S432,Female,24,6,6.7,10,6.6,66,6.8,5,5,3,8,8,Medium
S433,Male,21,8,6.8,1,6.1,69,7.5,2,5,6,1,9,Low
S434,Male,23,6,5.6,9,5.5,98,9.0,5,5,10,2,7,High
S435,Male,21,6,4.7,7,5.4,74,8.1,4,4,1,1,3,Low
S436,Female,24,8,3.2,3,6.5,69,7.0,3,2,4,6,5,Low
S437,Male,22,4,7.2,9,7.2,89,6.9,3,1,2,8,8,Medium
S438,Female,18,8,6.6,8,8.6,85,8.1,0,3,1,2,7,Low
S439,Female,18,1,5.0,2,4.5,84,4.9,4,4,4,8,6,Medium
S440,Female,24,1,4.4,4,5.6,94,6.6,2,4,10,10,8,High
S441,Female,23,8,5.1,2,7.3,71,6.9,5,1,1,6,6,Low
S442,Female,22,6,6.0,2,6.6,67,3.0,1,3,3,7,2,Low
S443,Female,22,4,3.1,4,6.3,72,4.6,3,1,8,4,6,Medium
S444,Male,24,7,6.2,1,8.8,72,9.4,3,3,10,9,3,High
S445,Female,18,1,4.6,9,8.7,92,7.3,4,3,9,3,10,Medium
S446,Male,23,3,4.3,2,5.6,89,6.4,5,4,10,6,9,Medium
S447,Female,21,4,4.2,5,6.8,90,7.3,2,2,8,3,3,Medium
S448,Female,22,5,5.0,9,7.2,85,9.4,5,5,9,4,4,High
S449,Male,22,5,6.9,6,4.3,73,2.0,5,5,3,9,9,Medium
S450,Female,23,2,6.9,6,4.4,100,6.6,3,4,10,7,9,High
S451,Female,24,7,2.7,1,3.8,98,8.1,0,0,7,3,1,Medium
S452,Male,19,5,6.5,3,5.6,83,2.0,5,2,3,1,5,Low
S453,Male,24,1,3.9,6,7.1,93,4.0,0,4,9,4,9,Low
S454,Female,19,5,5.4,1,6.5,89,8.2,3,3,6,9,1,Medium
S455,Male,23,5,5.2,4,5.0,93,9.4,1,5,6,10,9,Medium
S456,Male,24,4,4.7,5,6.5,93,5.1,1,5,2,3,3,Low
S457,Male,21,1,4.1,7,5.2,82,6.7,4,2,3,3,10,Low
S458,Female,18,6,8.4,8,4.4,74,3.8,0,1,6,10,1,High
S459,Female,21,6,7.9,2,6.2,85,5.7,4,1,3,9,2,Medium
S460,Male,21,7,7.1,2,5.6,87,10.7,1,1,6,6,6,Medium
S461,Female,19,8,6.4,9,5.8,65,11.3,0,5,6,8,4,High
S462,Male,18,6,3.8,7,7.6,72,7.6,3,2,9,5,1,High
S463,Female,22,8,7.6,8,8.8,67,7.1,2,5,4,6,9,Medium
S464,Male,18,3,3.5,9,7.2,99,5.6,0,5,2,4,4,Low
S465,Female,24,2,9.0,4,6.7,99,6.3,5,5,7,2,3,Medium
S466,Male,21,6,5.4,1,4.5,70,5.1,0,0,3,5,9,Low
S467,Male,22,4,7.4,5,5.5,91,4.9,3,3,7,7,6,High
S468,Male,21,2,6.1,9,8.3,65,8.4,5,5,10,2,10,Medium
S469,Male,23,2,7.0,6,5.4,97,4.2,0,2,5,10,2,High
S470,Female,24,8,8.0,7,6.0,90,6.5,5,0,8,3,9,Medium
S471,Male,19,7,7.7,9,7.3,83,7.9,5,1,5,6,1,High
S472,Male,18,1,9.3,1,5.5,90,8.9,4,4,2,5,4,Medium
S473,Female,19,7,5.1,9,6.9,74,10.1,1,1,4,10,5,High
S474,Male,18,3,6.0,10,7.3,68,9.1,4,3,9,2,5,High
S475,Male,20,2,4.3,4,5.2,96,4.9,2,2,3,4,2,Medium
S476,Female,22,2,1.1,4,9.0,85,4.8,3,3,6,10,5,Medium
S477,Male,22,6,4.6,6,6.1,92,7.6,1,0,6,4,4,Medium
S478,Female,20,6,6.6,3,7.8,86,5.8,3,3,8,6,5,Medium
S479,Female,22,2,4.7,3,6.9,70,6.5,2,1,9,4,5,Medium
S480,Male,23,2,8.2,1,7.2,97,8.5,5,0,10,10,7,High
S481,Male,18,5,6.3,9,8.3,99,7.4,3,5,3,6,7,Medium
S482,Male,24,5,2.4,3,7.1,94,5.7,4,4,2,7,6,Low
S483,Male,23,4,3.9,10,7.4,75,9.5,4,1,8,3,3,High
S484,Male,23,8,5.0,6,7.0,67,10.4,1,3,4,2,5,Low
S485,Female,19,1,5.5,4,9.0,98,8.1,2,3,8,8,1,High
S486,Male,23,6,1.5,2,7.6,98,7.8,5,2,5,10,9,Low
S487,Male,21,7,7.6,6,7.5,69,6.7,4,2,7,4,9,Medium
S488,Female,20,6,2.6,8,6.2,95,5.3,4,0,9,3,8,Medium
S489,Male,19,2,3.8,9,7.4,82,10.3,1,1,3,3,6,Medium
S490,Male,23,4,5.8,7,4.7,86,7.9,5,0,8,8,8,High
S491,Male,22,3,7.4,7,5.6,66,6.7,1,0,3,10,10,Medium
S492,Male,19,1,5.0,10,5.3,74,8.3,0,1,5,3,9,Medium
S493,Female,22,1,4.8,5,7.1,70,5.2,1,3,10,8,8,Medium
S494,Male,19,7,4.1,10,7.6,74,6.3,4,1,10,9,5,High
S495,Male,23,6,8.5,8,5.9,69,7.4,1,3,7,3,2,High
S496,Male,19,7,6.9,3,4.4,71,3.5,1,3,10,10,1,High
S497,Male,18,8,1.9,3,8.4,99,5.9,0,5,7,9,7,Low
S498,Female,24,1,10.1,9,5.7,92,7.4,1,3,7,6,10,High
S499,Male,21,3,8.1,5,9.0,95,11.1,1,0,5,10,9,Medium
S500,Female,20,4,7.4,1,8.0,65,8.2,4,4,2,9,1,Medium
S501,Female,23,4,6.6,6,5.7,91,5.4,2,0,3,7,10,Medium
S502,Female,20,7,5.0,10,6.2,88,6.1,4,2,7,4,7,High
S503,Female,19,6,6.4,9,7.9,100,7.2,3,2,5,10,6,High
S504,Female,23,3,8.0,2,4.8,79,6.6,3,5,3,2,4,Low
S505,Female,24,6,3.6,9,3.7,68,6.8,1,3,1,2,3,Medium
S506,Female,22,7,4.8,2,8.8,69,8.3,2,1,6,2,10,Low
S507,Male,23,7,3.0,7,9.0,98,9.4,2,5,10,1,3,Medium
S508,Female,21,1,6.2,4,6.2,98,5.1,2,1,1,10,9,Low
S509,Male,22,3,4.3,1,8.1,88,10.8,1,5,1,3,2,Low
S510,Female,24,7,8.1,6,5.8,90,4.8,3,4,4,9,1,High
S511,Male,18,5,5.3,9,3.8,87,7.6,2,2,4,10,4,High
S512,Female,21,1,4.7,5,5.8,76,3.8,3,4,2,9,2,Medium
S513,Female,20,2,6.0,9,5.7,81,4.7,4,4,5,8,7,High
S514,Female,24,4,1.0,6,6.5,94,10.5,5,3,10,1,8,Medium
S515,Male,20,2,8.3,7,5.8,79,5.8,5,5,4,6,7,Medium
S516,Female,22,1,5.9,5,5.0,80,7.6,2,0,7,6,2,High
S517,Male,21,6,6.5,6,8.3,78,6.8,4,2,3,4,8,Low
S518,Male,19,4,4.6,5,5.2,78,5.3,1,1,4,10,6,Medium
S519,Male,24,2,4.5,2,7.1,70,8.8,5,5,8,10,1,High
S520,Male,24,8,3.4,6,8.7,85,6.5,3,4,5,8,3,Medium
S521,Female,21,4,5.0,10,5.4,73,2.2,0,4,7,8,9,Medium
S522,Male,22,6,6.8,7,7.6,76,6.4,3,0,9,8,6,High
S523,Male,18,4,5.1,7,7.3,71,3.9,2,2,10,5,3,High
S524,Female,19,5,3.9,8,7.7,86,4.5,2,1,8,7,4,High
S525,Female,23,6,5.6,6,4.5,90,7.9,2,3,3,10,3,High
S526,Male,24,2,4.9,5,4.1,80,9.3,4,3,7,4,3,High
S527,Male,21,1,3.5,3,5.3,91,7.4,3,1,9,9,6,High
S528,Female,20,5,7.3,9,5.0,68,7.1,3,0,3,1,4,Medium
S529,Female,21,2,5.9,8,7.5,86,7.4,2,2,6,9,9,Medium
S530,Female,20,1,4.3,7,5.3,72,7.2,2,5,10,4,10,Medium
S531,Male,24,5,2.9,6,3.0,85,7.9,5,4,8,8,2,High
S532,Female,22,5,6.8,8,3.0,74,5.0,1,5,6,7,10,Medium
S533,Female,24,2,6.2,2,9.0,75,7.0,2,1,6,6,5,Low
S534,Female,22,7,3.5,5,6.2,93,9.7,2,5,10,9,8,High
S535,Female,19,3,3.7,1,5.3,73,6.0,5,1,5,2,4,Low
S536,Male,21,2,3.1,2,6.7,69,10.2,3,4,1,1,7,Low
S537,Male,18,5,5.6,10,6.1,74,6.4,0,5,7,5,4,High
S538,Male,23,5,1.9,8,7.8,73,6.8,1,4,3,1,1,Low
S539,Female,24,6,4.6,8,9.0,94,7.6,4,2,9,8,3,High
S540,Male,22,8,3.5,10,5.9,92,9.3,4,5,9,5,6,High
S541,Female,22,4,5.2,2,4.3,93,8.8,2,2,7,5,3,Medium
S542,Female,18,1,3.7,9,9.0,73,9.2,2,2,8,9,1,High
S543,Female,24,8,4.1,5,8.4,65,7.1,3,2,10,4,1,High
S544,Female,19,7,6.7,9,7.2,92,5.3,3,1,3,7,7,Medium
S545,Male,20,2,3.7,7,8.0,80,6.3,4,4,5,5,9,Low
S546,Female,21,4,4.2,2,5.1,76,7.8,1,2,2,8,10,Low
S547,Female,20,8,9.1,4,4.9,85,7.0,0,1,1,9,1,Medium
S548,Male,18,5,7.8,5,6.4,73,7.9,5,3,1,4,2,Medium
S549,Male,18,8,2.9,4,7.1,86,6.6,3,2,8,6,8,Medium
S550,Male,20,2,7.0,3,8.3,68,12.2,2,3,2,9,8,Low
S551,Male,19,5,6.2,7,7.0,65,7.4,0,5,4,7,8,Medium
S552,Male,23,1,4.3,4,7.0,94,6.4,5,0,9,4,8,Medium
S553,Female,23,5,5.3,6,8.5,75,5.0,5,5,1,9,9,Low
S554,Male,20,8,7.3,5,8.5,77,6.8,2,0,4,2,4,Low
S555,Female,20,1,1.0,3,5.6,82,9.6,4,0,7,4,1,Medium
S556,Male,22,8,5.0,10,5.0,74,6.0,2,0,4,3,8,Medium
S557,Male,23,6,6.7,1,7.3,68,6.5,2,5,3,9,2,Medium
S558,Male,21,4,4.3,6,5.9,100,5.2,5,2,8,4,1,High
S559,Female,20,3,8.2,5,6.0,67,9.4,3,5,8,9,5,High
S560,Female,19,3,8.0,9,8.0,87,6.1,2,5,8,5,10,Medium
S561,Male,18,3,5.8,8,6.5,83,5.2,2,4,6,8,1,High
S562,Female,23,3,5.6,1,4.7,88,9.4,4,1,6,2,9,Low
S563,Female,19,8,4.1,9,6.8,74,7.6,4,2,6,7,6,High
S564,Male,18,2,4.5,1,7.4,73,6.1,1,0,4,2,8,Low
S565,Male,18,1,6.7,10,4.5,89,7.3,5,3,9,10,10,High
S566,Female,18,6,8.9,4,5.0,69,5.6,0,1,8,2,8,Medium
S567,Male,20,7,6.0,6,6.8,68,7.7,4,2,9,1,2,High
S568,Female,18,4,6.0,9,7.5,71,9.2,0,5,4,9,7,Medium
S569,Male,19,4,5.8,10,6.1,76,8.3,4,5,9,7,2,High
S570,Female,23,8,8.8,7,6.3,71,5.1,1,1,9,7,9,High
S571,Female,23,3,7.2,9,6.3,93,2.7,2,2,9,6,6,High
S572,Female,24,7,6.7,6,5.7,80,6.8,4,4,4,7,9,Medium
S573,Female,20,8,5.7,8,6.8,90,8.4,0,5,1,5,10,Low
S574,Male,22,3,4.1,5,7.3,65,6.5,2,1,4,6,1,Medium
S575,Female,22,3,6.5,2,7.4,67,5.1,3,2,3,3,5,Low
S576,Female,22,4,7.2,4,5.7,81,8.6,2,0,10,7,10,High
S577,Male,23,2,5.7,6,9.0,95,6.6,1,3,10,2,10,Low
S578,Female,18,7,4.3,2,6.5,68,6.4,2,2,7,7,2,Medium
S579,Male,23,1,6.6,7,4.1,68,4.9,2,4,1,6,9,Low
S580,Male,20,4,2.9,3,7.9,68,10.4,5,5,7,8,10,Low
S581,Male,19,7,4.8,5,6.2,90,7.1,1,1,6,2,8,Low
S582,Male,22,7,7.3,5,5.1,70,7.5,3,4,7,3,3,Medium
S583,Female,22,4,7.0,8,7.3,90,7.4,5,4,4,9,10,Medium
S584,Male,19,2,7.0,5,3.0,92,8.4,2,5,10,2,2,High
S585,Female,21,6,3.7,6,3.8,77,8.0,2,2,10,1,5,High
S586,Male,20,8,7.7,10,6.3,74,8.9,3,0,4,4,6,High
S587,Male,24,2,8.2,2,8.5,68,10.3,1,4,3,5,1,Medium
S588,Female,23,2,6.5,5,6.6,93,3.8,3,0,6,4,9,Low
S589,Male,19,5,4.5,9,5.2,95,11.3,4,5,3,1,7,Medium
S590,Male,20,3,4.6,1,6.7,83,8.1,1,5,10,5,1,Medium
S591,Female,23,1,5.1,2,9.0,89,5.8,5,2,6,2,1,Low
S592,Female,24,7,5.4,4,5.4,89,4.4,4,5,2,6,8,Low
S593,Male,19,4,3.8,9,6.4,94,6.1,4,5,1,1,4,Low
S594,Female,20,8,3.6,7,4.4,75,6.8,0,2,6,6,5,Medium
S595,Male,22,5,2.0,1,7.6,81,7.2,3,0,9,5,4,Medium
S596,Male,20,7,2.1,3,6.0,70,5.5,5,3,9,10,4,High
S597,Female,19,3,5.6,7,8.5,84,3.2,4,2,8,9,3,High
S598,Male,23,3,5.2,10,6.3,99,8.3,5,1,3,5,9,Medium
S599,Male,21,3,5.4,10,5.4,75,6.4,2,0,9,9,2,High
S600,Male,20,3,3.4,1,8.1,85,7.0,3,3,5,8,5,Low
S601,Male,24,4,8.8,2,6.4,73,5.6,1,0,10,10,5,High
S602,Male,22,4,2.0,4,3.8,66,3.8,2,0,8,3,9,Medium
S603,Female,23,6,5.5,3,7.3,89,3.8,3,3,3,3,4,Low
S604,Male,18,7,6.8,1,5.8,82,7.3,3,1,4,4,2,Medium
S605,Male,21,8,8.2,6,7.8,94,6.5,1,3,7,1,10,Low
S606,Female,23,6,3.2,7,3.3,99,5.6,4,5,1,9,2,High
S607,Female,21,1,4.6,4,5.0,98,6.7,4,3,1,9,7,Medium
S608,Male,19,5,5.2,8,6.2,90,5.7,2,2,8,3,7,Medium
S609,Female,22,1,5.3,9,7.2,74,4.8,3,5,8,2,9,Medium
S610,Male,19,3,7.8,7,6.4,91,7.0,2,3,1,3,8,Low
S611,Male,21,2,6.4,5,6.8,85,8.9,5,5,3,2,2,Medium
S612,Male,23,8,5.6,6,5.6,70,7.7,4,5,7,9,10,Medium
S613,Male,21,7,2.7,1,6.7,75,6.9,2,4,3,3,3,Low
S614,Male,24,1,4.6,7,6.3,84,3.2,2,5,8,5,3,Medium
S615,Male,19,4,3.9,1,6.6,81,7.3,0,3,8,8,9,Low
S616,Male,22,8,2.9,4,8.4,78,5.3,4,5,8,8,7,Medium
S617,Female,18,1,6.9,4,7.1,100,5.7,2,4,9,4,1,High
S618,Male,19,1,8.6,6,4.7,67,8.8,1,0,10,10,5,High
S619,Female,18,1,7.0,2,5.5,91,9.8,1,1,5,10,10,Medium
S620,Male,21,6,4.5,1,6.9,70,7.5,2,2,6,7,2,Medium
S621,Female,24,2,4.7,5,7.7,95,8.6,1,0,5,6,9,Low
S622,Female,22,4,1.5,4,8.5,68,3.7,0,4,9,2,8,Low
S623,Female,21,6,7.1,5,8.2,98,4.8,4,4,6,3,10,Low
S624,Female,22,8,4.2,8,4.8,76,6.6,4,1,5,4,1,High
S625,Male,18,8,4.4,2,7.7,78,9.6,4,3,7,1,6,Low
S626,Female,22,4,7.8,1,5.7,77,6.6,5,2,5,2,5,Low
S627,Female,22,6,1.6,1,5.3,72,8.9,5,2,6,7,10,Low
S628,Male,24,3,8.2,4,4.6,86,5.8,2,5,8,8,1,High
S629,Male,21,3,4.9,8,6.9,99,5.4,2,3,7,1,9,Low
S630,Female,22,6,5.8,9,5.8,99,7.0,0,1,10,6,6,High
S631,Male,19,5,6.1,1,6.5,86,6.1,3,5,9,3,10,Low
S632,Female,19,2,4.8,5,6.4,85,6.3,5,0,5,7,2,High
S633,Female,19,6,4.5,8,8.9,84,8.1,1,4,5,3,2,Medium
S634,Female,24,1,4.4,4,7.5,70,6.3,3,4,1,8,9,Low
S635,Male,19,6,7.3,8,7.1,98,6.8,2,2,3,2,9,Low
S636,Male,19,1,5.9,8,4.1,89,4.7,5,4,2,1,5,Medium
S637,Male,23,2,2.6,6,6.7,94,10.5,0,0,9,5,1,High
S638,Female,23,4,9.5,6,7.5,77,8.0,1,2,5,9,6,High
S639,Female,23,2,1.4,5,5.7,74,5.4,1,2,2,1,10,Low
S640,Male,19,6,3.8,9,6.2,85,6.1,2,1,5,10,4,High
S641,Male,18,5,1.0,10,7.6,86,4.9,4,3,1,3,1,Medium
S642,Female,23,1,5.5,2,9.0,89,5.2,0,0,7,7,3,Medium
S643,Female,22,6,1.0,5,6.1,86,9.2,1,5,9,2,8,Low
S644,Male,18,8,8.9,2,4.7,94,8.0,2,5,8,8,4,High
S645,Male,19,5,4.1,6,6.3,90,12.3,1,5,6,6,8,Medium
S646,Female,18,2,2.0,8,6.9,72,7.9,2,3,8,3,5,Medium
S647,Female,22,3,7.2,9,6.6,71,7.6,3,5,2,6,9,Medium
S648,Male,24,5,4.2,9,6.9,94,6.3,3,4,7,4,10,Medium
S649,Male,22,3,6.2,8,5.9,89,7.8,0,2,4,10,7,High
S650,Female,22,6,4.9,9,8.2,80,6.9,1,5,2,10,8,Medium
S651,Male,22,8,1.5,6,8.4,100,5.2,0,3,3,5,7,Low
S652,Male,22,2,3.7,10,5.6,89,9.7,2,3,1,2,4,Medium
S653,Male,22,1,1.0,3,9.0,74,9.1,3,4,5,7,10,Low
S654,Female,19,4,5.4,6,6.4,84,7.6,4,5,5,7,6,Medium
S655,Male,22,1,6.0,10,7.5,97,8.1,3,1,5,1,6,Medium
S656,Male,18,6,5.2,2,6.2,83,6.7,0,1,7,10,7,Medium
S657,Female,23,7,4.6,7,8.2,89,8.2,3,4,4,3,8,Low
S658,Male,19,7,1.0,6,7.5,91,7.4,1,2,3,3,1,Low
S659,Male,23,1,5.0,3,5.9,96,9.2,5,3,3,2,3,Low
S660,Female,24,8,6.9,10,5.3,92,7.8,4,1,8,9,7,High
S661,Female,21,6,3.1,4,4.4,76,5.7,3,4,1,10,8,Low
S662,Male,23,5,6.7,7,7.9,99,8.0,4,2,1,1,10,Low
S663,Female,23,6,6.5,2,7.3,95,5.7,5,0,3,9,5,Medium
S664,Female,22,2,5.9,9,7.7,70,8.5,1,3,2,9,10,Medium
S665,Female,22,1,7.4,6,7.6,99,7.7,0,3,8,9,8,Medium
S666,Female,21,6,7.1,5,6.5,83,5.2,1,0,10,5,10,Medium
S667,Female,18,8,4.7,10,5.4,75,5.6,4,0,5,10,1,High
S668,Female,21,2,4.7,3,5.3,97,6.4,0,2,5,3,10,Low
S669,Female,20,5,1.2,1,6.8,72,7.0,4,1,10,3,8,Low
S670,Female,24,3,3.4,5,7.5,80,8.9,3,1,9,1,6,Medium
S671,Male,19,3,1.8,8,5.4,91,5.5,3,1,8,3,4,Medium
S672,Female,18,5,3.1,2,7.7,68,6.6,1,3,7,8,5,Medium
S673,Female,23,4,4.5,7,3.5,89,8.3,3,2,3,9,7,High
S674,Male,20,8,2.5,7,6.6,85,7.6,4,5,1,2,9,Low
S675,Female,24,7,7.7,10,4.5,82,2.0,2,2,5,2,5,Medium
S676,Female,21,4,5.4,10,9.0,77,9.5,4,2,3,6,9,Medium
S677,Male,23,1,5.4,2,5.8,65,8.6,3,0,9,2,8,Medium
S678,Female,19,5,3.1,5,7.2,77,8.0,0,0,10,2,1,Medium
S679,Male,22,2,7.1,2,9.0,70,7.8,4,1,7,10,3,High
S680,Male,23,3,4.0,5,6.5,83,3.5,3,5,2,8,5,Low
S681,Female,23,6,3.6,5,5.9,75,6.0,0,2,1,7,7,Low
S682,Female,18,5,5.3,5,5.3,76,9.2,3,0,8,4,10,Medium
S683,Female,19,8,5.0,2,6.5,74,6.3,4,3,4,10,2,Medium
S684,Female,23,5,5.3,2,7.7,67,5.3,0,0,10,5,8,Medium
S685,Male,21,3,3.7,1,6.0,67,4.3,5,3,5,3,6,Low
S686,Female,22,1,3.4,9,5.8,96,8.7,3,3,7,2,9,Medium
S687,Male,18,7,5.5,8,6.8,72,8.7,4,4,6,6,5,High
S688,Female,18,2,4.7,6,7.1,99,6.8,2,0,8,5,4,Medium
S689,Male,22,1,5.5,7,5.6,77,2.1,2,5,7,2,6,Medium
S690,Female,18,8,4.7,4,8.6,73,8.9,0,1,1,10,4,Low
S691,Female,21,2,6.9,9,8.4,84,7.2,3,4,8,1,1,High
S692,Female,18,6,5.4,1,5.6,90,6.4,0,1,9,8,9,Medium
S693,Male,23,4,6.2,2,8.3,67,6.7,5,1,8,1,8,Low
S694,Male,19,3,4.1,1,6.5,76,8.2,5,0,5,2,8,Low
S695,Male,24,2,2.1,2,3.1,72,5.9,3,4,10,4,2,High
S696,Male,21,6,2.6,7,5.7,85,6.7,0,5,10,9,3,High
S697,Female,24,4,4.1,1,8.7,76,7.7,2,0,2,5,3,Low
S698,Female,19,6,5.6,9,7.4,75,4.7,3,1,10,1,3,High
S699,Male,24,7,7.1,3,6.4,66,8.3,3,0,1,1,3,Low
S700,Male,23,5,2.9,7,4.2,95,8.6,5,1,4,3,5,Medium
S701,Female,21,4,5.8,3,5.1,67,5.3,4,1,8,10,2,High
S702,Female,20,7,7.3,1,4.7,100,10.3,1,1,2,9,2,Medium
S703,Female,24,4,3.2,8,7.5,78,6.3,2,0,4,2,3,Medium
S704,Female,21,3,6.2,3,5.7,67,6.7,0,5,6,5,4,Medium
S705,Female,20,6,5.1,10,5.0,94,8.5,0,0,1,9,3,High
